Step	Training Loss
1708	1.893500
1709	1.991900
1710	2.188000
1711	2.048700
1712	1.967800
1713	2.081000
1714	2.058100
1715	2.033400
1716	2.012200
1717	1.809900
1718	2.016000
1719	2.055700
1720	1.845400
1721	2.031500
1722	2.013600
1723	2.065000
1724	1.945200
1725	1.993700
1726	2.010500
1727	2.013500
1728	1.972000
1729	2.056500
1730	2.037500
1731	2.066300
1732	2.087200
1733	1.865100
1734	2.010100
1735	2.006500
1736	1.900000
1737	2.244400
1738	1.943800
1739	2.141500
1740	2.090100
1741	1.976500
1742	2.101800
1743	1.929500
1744	2.087800
1745	2.065100
1746	1.997100
1747	1.837400
1748	2.053600
1749	2.011300
1750	2.085200
1751	2.137900
1752	1.969000
1753	2.106800
1754	1.979300
1755	1.887300
1756	2.130300
1757	2.078500
1758	1.992900
1759	1.965900
1760	2.165000
1761	1.964600
1762	2.077800
1763	1.756100
1764	2.139700
1765	2.076700
1766	2.110600
1767	2.116400
1768	1.932500
1769	2.048300
1770	2.125300
1771	2.078700
1772	2.195400
1773	1.942800
1774	1.891400
1775	2.114100
1776	2.033900
1777	2.090200
1778	1.707000
1779	1.816000
1780	2.029600
1781	1.774200
1782	2.036900
1783	2.021700
1784	2.053700
1785	2.023500
1786	1.972500
1787	2.125000
1788	2.197600
1789	2.067600
1790	1.921200
1791	2.009200
1792	1.989600
1793	2.102900
1794	1.986300
1795	2.028000
1796	1.953400
1797	2.254100
1798	1.934500
1799	1.965700
1800	2.004500
1801	2.132800
1802	2.142600
1803	2.097200
1804	1.948700
1805	1.947000
1806	1.984900
1807	1.973200
1808	2.083400
1809	2.036700
1810	2.030200
1811	1.774400
1812	1.920600
1813	2.068500
1814	2.043700
1815	2.162100
1816	2.087300
1817	2.073800
1818	1.990700
1819	2.073400
1820	1.891100
1821	2.015600
1822	2.088600
1823	2.029600
1824	1.896200
1825	2.071300
1826	1.943500
1827	2.167000
1828	1.953300
1829	2.023400
1830	2.041000
1831	1.976600
1832	2.075900
1833	2.013100
1834	1.842400
1835	2.124000
1836	2.067300
1837	1.935400
1838	2.028500
1839	2.104700
1840	2.079900
1841	2.012300
1842	2.055400
1843	2.073200
1844	2.010100
1845	1.997200
1846	1.929200
1847	1.995900
1848	1.888700
1849	2.087300
1850	1.994600
1851	2.080400
1852	1.965100
1853	1.982700
1854	1.983500
1855	1.869100
1856	2.018000
1857	1.932500
1858	2.100500
1859	2.143800
1860	1.802900
1861	1.991900
1862	1.840000
1863	1.984400
1864	2.060700
1865	2.172100
1866	1.838400
1867	1.916800
1868	1.916200
1869	1.960100
