 [3200/4689 1:09:31 < 32:22, 0.77 it/s, Epoch 2.05/3]
Step	Training Loss
1750	2.133400
1751	2.185500
1752	2.014600
1753	2.151900
1754	2.019100
1755	1.936400
1756	2.179700
1757	2.127900
1758	2.040300
1759	2.001600
1760	2.212000
1761	2.008100
1762	2.123600
1763	1.802700
1764	2.194200
1765	2.116300
1766	2.150600
1767	2.155500
1768	1.972500
1769	2.095300
1770	2.161600
1771	2.116700
1772	2.239900
1773	1.992100
1774	1.932300
1775	2.155800
1776	2.076300
1777	2.128400
1778	1.754000
1779	1.848300
1780	2.068900
1781	1.827300
1782	2.082500
1783	2.061800
1784	2.096300
1785	2.063100
1786	2.027300
1787	2.186300
1788	2.249000
1789	2.107600
1790	1.967500
1791	2.049900
1792	2.050000
1793	2.143600
1794	2.029200
1795	2.068000
1796	1.999700
1797	2.296900
1798	1.980300
1799	2.013000
1800	2.041700
1801	2.169000
1802	2.184900
1803	2.151300
1804	1.986700
1805	1.986300
1806	2.026800
1807	2.018100
1808	2.124200
1809	2.086100
1810	2.075300
1811	1.820300
1812	1.961500
1813	2.110100
1814	2.091200
1815	2.207500
1816	2.128600
1817	2.115500
1818	2.061900
1819	2.118100
1820	1.957900
1821	2.065800
1822	2.135200
1823	2.083200
1824	1.948300
1825	2.114200
1826	1.999200
1827	2.209200
1828	1.997000
1829	2.070900
1830	2.088400
1831	2.021100
1832	2.130400
1833	2.060000
1834	1.890800
1835	2.174500
1836	2.117100
1837	1.975900
1838	2.072000
1839	2.146900
1840	2.115600
1841	2.052600
1842	2.099900
1843	2.116100
