 [2536/4689 54:20 < 46:10, 0.78 it/s, Epoch 1.62/3]
Step	Training Loss
803	2.240100
804	2.157900
805	2.187500
806	2.105200
807	2.266900
808	2.126000
809	2.137300
810	2.192600
811	2.167300
812	2.139700
813	2.274100
814	2.175600
815	2.235800
816	2.199800
817	2.052000
818	2.215200
819	2.114500
820	2.164600
821	2.122500
822	2.059900
823	2.232300
824	2.311700
825	2.249600
826	2.407200
827	2.111500
828	2.173200
829	1.945300
830	2.147900
831	2.163000
832	2.218700
833	2.153500
834	2.137700
835	2.222300
836	2.327100
837	2.117500
838	2.079300
839	2.156500
840	2.073400
841	2.067900
842	2.200900
843	2.120600
844	2.199500
845	2.100600
846	2.183900
847	2.167900
848	2.004300
849	1.967400
850	2.152700
851	2.078900
852	2.140900
853	2.230100
854	2.340200
855	2.309600
856	2.102000
857	2.129900
858	2.176600
859	2.257700
860	2.087700
861	2.050200
862	2.280800
863	2.313500
864	2.158100
865	2.210600
866	2.226200
867	1.970200
868	2.194400
869	2.332000
870	2.056900
871	2.062800
872	2.175200
873	1.992800
874	2.193900
875	2.164000
876	2.091900
877	2.239800
878	2.220200
879	2.028100
880	2.267800
881	2.236300
882	2.080400
883	2.194900
884	2.124800
885	2.135000
886	2.093400
887	2.031200
888	2.164300
889	2.111800
890	2.042500
891	2.202900
892	2.236200
893	2.222800
894	2.136700
895	2.197800
896	1.785500
897	2.245400
898	2.147900
899	2.125600
900	1.957700
901	2.136100
902	2.278200
903	2.141100
904	2.232500
905	2.250200
906	2.186900
907	1.973100
908	2.038100
909	2.089000
910	2.201600
911	2.269400
912	1.997800
913	2.082600
914	2.223700
915	2.199600
916	2.158300
917	2.028500
918	2.280000
919	2.042400
920	1.991300
921	2.004300
922	2.230700
923	2.053100
924	2.072600
925	2.175800
926	2.131400
927	2.030200
928	2.233500
929	2.324800
930	2.295900
931	2.089400
932	2.174500
933	2.269800
934	2.125600
935	2.216300
936	2.260400
937	2.082600
938	2.031900
939	2.190100
940	2.255200
941	2.227900
942	2.220100
943	2.063300
944	2.247900
945	2.185000
946	2.229200
947	2.368600
948	2.183200
949	2.185100
950	1.960900
951	2.030200
952	2.271000
953	2.122900
954	2.050700
955	2.023600
956	2.084700
957	2.217600
958	2.101600
959	2.207500
960	2.199000
961	2.203800
962	2.067300
963	2.299900
964	2.003300
965	2.151600
966	2.134200
967	2.142900
968	2.283100
969	2.117900
970	1.950700
971	2.041500
972	2.113400
973	2.212600
974	2.274500
975	2.249600
976	2.286200
977	2.242100
978	2.104500
979	2.049600
980	2.068900
981	2.189900
982	2.166900
983	2.083600
984	2.185600
985	2.157700
986	2.176500
987	2.166100
988	2.233000
989	2.167100
990	2.287000
991	2.215900
992	2.135200
993	2.203400
994	2.185400
995	2.018700
996	2.215400
997	2.232300
998	2.081900
999	2.202900
1000	2.149900
1001	2.150900
1002	1.969000
1003	1.959900
1004	2.261300
1005	2.132500
1006	2.234800
1007	2.164200
1008	2.227100
1009	2.191500
1010	2.268400
1011	2.098100
1012	2.106100
1013	2.116800
1014	2.133200
1015	2.101300
1016	2.118300
1017	2.166100
1018	2.217300
1019	2.142500
1020	2.041500
1021	2.086300
1022	2.188900
1023	2.208500
1024	1.996300
1025	2.178700
1026	2.134400
1027	2.102100
1028	2.069900
1029	2.147300
1030	2.203400
1031	2.330700
1032	2.203500
1033	2.109300
1034	2.068500
1035	2.191200
1036	2.157900
1037	2.187600
1038	2.278800
1039	2.044200
1040	2.119500
1041	2.113700
1042	2.160700
1043	1.912000
1044	2.183100
1045	2.181000
1046	2.091100
1047	2.196800
1048	2.200500
1049	2.097200
1050	2.232300
1051	2.047400
1052	2.043100
1053	2.132800
1054	2.142900
1055	2.140200
1056	2.078100
1057	2.212600
1058	2.185200
